Events,Location,Date,R_fighter,B_fighter,Winner,R_odds,B_odds,Favorite,Who_won
UFC Fight Night: Edwards vs. Brady,London,2025-03-22,Guram Kutateladze,Kaue Fernandes,Kaue Fernandes,-345,300,Guram Kutateladze,underdog
UFC Fight Night: Moreno vs. Erceg,Mexico City,2025-03-29,Brandon Moreno,Steve Erceg,Brandon Moreno,-233,215,Brandon Moreno,favorite
UFC Fight Night: Moreno vs. Erceg,Mexico City,2025-03-29,Drew Dober,Manuel Torres,Manuel Torres,106,-110,Manuel Torres,favorite
UFC Fight Night: Moreno vs. Erceg,Mexico City,2025-03-29,Carlos Vergara,Edgar Chairez,Edgar Chairez,225,-270,Edgar Chairez,favorite
UFC Fight Night: Moreno vs. Erceg,Mexico City,2025-03-29,Raul Rosas Jr,Vincent Morales,Raul Rosas Jr,-476,380,Raul Rosas Jr,favorite
UFC Fight Night: Moreno vs. Erceg,Mexico City,2025-03-29,David  Martinez,Saimon Oliveira,David  Martinez,-500,420,David  Martinez,favorite
UFC Fight Night: Moreno vs. Erceg,Mexico City,2025-03-29,Luis Rodriguez,Kevin Borjas,Kevin Borjas,-164,160,Luis Rodriguez,underdog
UFC Fight Night: Moreno vs. Erceg,Mexico City,2025-03-29,Ateba  Gautier,Jose  Daniel Medina,Ateba  Gautier,-435,360,Ateba  Gautier,favorite
UFC Fight Night: Moreno vs. Erceg,Mexico City,2025-03-29,Christian Rodriguez,Melquizael Costa,Melquizael Costa,-164,165,Christian Rodriguez,underdog
UFC Fight Night: Moreno vs. Erceg,Mexico City,2025-03-29,Julia Polastri,Lupita Godinez,Lupita Godinez,210,-227,Lupita Godinez,favorite
UFC Fight Night: Moreno vs. Erceg,Mexico City,2025-03-29,Rafa Garcia,Vinc Pichel,Rafa Garcia,-312,265,Rafa Garcia,favorite
UFC Fight Night: Moreno vs. Erceg,Mexico City,2025-03-29,Jamall Emmers,Gabriel Miranda,Jamall Emmers,-455,380,Jamall Emmers,favorite
UFC Fight Night: Moreno vs. Erceg,Mexico City,2025-03-29,Austin Hubbard,Marquel Mederos,Marquel Mederos,134,-147,Marquel Mederos,favorite
UFC Fight Night: Emmett vs. Murphy,"Las Vegas, Nevada",2025-04-05,Josh Emmett,Lerone Murphy,Lerone Murphy,280,-278,Lerone Murphy,favorite
UFC Fight Night: Emmett vs. Murphy,"Las Vegas, Nevada",2025-04-05,Joanderson Brito,Pat Sabatini,Pat Sabatini,-192,188,Joanderson Brito,underdog
UFC Fight Night: Emmett vs. Murphy,"Las Vegas, Nevada",2025-04-05,Cortavious Romious,Chang Ho Lee,Chang Ho Lee,130,-147,Chang Ho Lee,favorite
UFC Fight Night: Emmett vs. Murphy,"Las Vegas, Nevada",2025-04-05,Brad Tavares,Gerald Meerschaert,Brad Tavares,-164,144,Brad Tavares,favorite
UFC Fight Night: Emmett vs. Murphy,"Las Vegas, Nevada",2025-04-05,Luis Gurule,Ode Osbourne,Ode Osbourne,-244,210,Luis Gurule,underdog
UFC Fight Night: Emmett vs. Murphy,"Las Vegas, Nevada",2025-04-05,Robert Valentin,Torrez Finney,Torrez Finney,260,-303,Torrez Finney,favorite
UFC Fight Night: Emmett vs. Murphy,"Las Vegas, Nevada",2025-04-05,Dione Barbosa,Diana Belbita,Dione Barbosa,-1000,750,Dione Barbosa,favorite
UFC Fight Night: Emmett vs. Murphy,"Las Vegas, Nevada",2025-04-05,Rhys McKee,Daniel Frunza,Rhys McKee,123,-130,Daniel Frunza,underdog
UFC Fight Night: Emmett vs. Murphy,"Las Vegas, Nevada",2025-04-05,Loma Lookboonmee,Istela Nunes,Loma Lookboonmee,-769,650,Loma Lookboonmee,favorite
UFC Fight Night: Emmett vs. Murphy,"Las Vegas, Nevada",2025-04-05,Victor Henry,Pedro Falcao,Victor Henry,-204,176,Victor Henry,favorite
UFC Fight Night: Emmett vs. Murphy,"Las Vegas, Nevada",2025-04-05,Uran Satybaldiev,Martin Buday,Martin Buday,145,-164,Martin Buday,favorite
UFC Fight Night: Emmett vs. Murphy,"Las Vegas, Nevada",2025-04-05,Vanessa Demopoulos,Talita Alencar,Talita Alencar,-112,115,Vanessa Demopoulos,underdog
UFC 314,"Miami, Florida",2025-04-12,Alex Volkanovski,Diego Lopes,Alex Volkanovski,-149,136,Alex Volkanovski,favorite
UFC 314,"Miami, Florida",2025-04-12,Michael Chandler,Paddy Pimblett,Paddy Pimblett,142,-149,Paddy Pimblett,favorite
UFC 314,"Miami, Florida",2025-04-12,Patricio Freire,Yair Rodriguez,Yair Rodriguez,138,-149,Yair Rodriguez,favorite
UFC 314,"Miami, Florida",2025-04-12,Bryce Mitchell,Jean Silva,Jean Silva,170,-196,Jean Silva,favorite
UFC 314,"Miami, Florida",2025-04-12,Dominick Reyes,Nikita Krylov,Dominick Reyes,150,-154,Nikita Krylov,underdog
UFC 314,"Miami, Florida",2025-04-12,Dan Ige,Sean Woodson,Dan Ige,170,-189,Sean Woodson,underdog
UFC 314,"Miami, Florida",2025-04-12,Virna Jandiroba,Yan Xiaonan,Virna Jandiroba,-125,114,Virna Jandiroba,favorite
UFC 314,"Miami, Florida",2025-04-12,Chase Hooper,Jim Miller,Chase Hooper,-769,560,Chase Hooper,favorite
UFC 314,"Miami, Florida",2025-04-12,Darren Elkins,Julian Erosa,Julian Erosa,230,-278,Julian Erosa,favorite
UFC 314,"Miami, Florida",2025-04-12,Michal Oleksiejczuk,Sedriques Dumas,Michal Oleksiejczuk,-179,160,Michal Oleksiejczuk,favorite
UFC 314,"Miami, Florida",2025-04-12,Su Mudaerji,Mitch Raposo,Su Mudaerji,-143,128,Su Mudaerji,favorite
UFC 314,"Miami, Florida",2025-04-12,Tresean Gore,Marco  Tulio Silva,Marco  Tulio Silva,425,-500,Marco  Tulio Silva,favorite
UFC 314,"Miami, Florida",2025-04-12,Nora Cornolle,Hailey Cowan,Nora Cornolle,-233,205,Nora Cornolle,favorite
UFC Fight Night: Machado Garry vs. Prates,"Kansas City, Missouri",2025-04-26,Ian Garry,Carlos Prates,Ian Garry,-159,145,Ian Garry,favorite
UFC Fight Night: Machado Garry vs. Prates,"Kansas City, Missouri",2025-04-26,Anthony Smith,Mingyang Zhang,Mingyang Zhang,340,-345,Mingyang Zhang,favorite
UFC Fight Night: Machado Garry vs. Prates,"Kansas City, Missouri",2025-04-26,David Onama,Giga Chikadze,David Onama,-196,175,David Onama,favorite
UFC Fight Night: Machado Garry vs. Prates,"Kansas City, Missouri",2025-04-26,Michel Pereira,Abusupiyan Magomedov,Abusupiyan Magomedov,-125,122,Michel Pereira,underdog
UFC Fight Night: Machado Garry vs. Prates,"Kansas City, Missouri",2025-04-26,Randy Brown,Nicolas Dalby,Randy Brown,-278,260,Randy Brown,favorite
UFC Fight Night: Machado Garry vs. Prates,"Kansas City, Missouri",2025-04-26,Ikram Aliskerov,Andre Muniz,Ikram Aliskerov,-435,350,Ikram Aliskerov,favorite
UFC Fight Night: Machado Garry vs. Prates,"Kansas City, Missouri",2025-04-26,Matt Schnell,Jimmy Flick,Matt Schnell,-161,138,Matt Schnell,favorite
UFC Fight Night: Machado Garry vs. Prates,"Kansas City, Missouri",2025-04-26,Gauge Young,Evan Elder,Evan Elder,180,-200,Evan Elder,favorite
UFC Fight Night: Machado Garry vs. Prates,"Kansas City, Missouri",2025-04-26,Chris Gutierrez,John Castaneda,Chris Gutierrez,-143,126,Chris Gutierrez,favorite
UFC Fight Night: Machado Garry vs. Prates,"Kansas City, Missouri",2025-04-26,DaMon Blackshear,Heili Alateng,DaMon Blackshear,-500,410,DaMon Blackshear,favorite
UFC Fight Night: Machado Garry vs. Prates,"Kansas City, Missouri",2025-04-26,Cameron Saaiman,Malcolm Wellmaker,Malcolm Wellmaker,108,-120,Malcolm Wellmaker,favorite
UFC Fight Night: Machado Garry vs. Prates,"Kansas City, Missouri",2025-04-26,Jaqueline Amorim,Polyana Viana,Jaqueline Amorim,-833,610,Jaqueline Amorim,favorite
UFC Fight Night: Machado Garry vs. Prates,"Kansas City, Missouri",2025-04-26,Timothy Cuamba,Roberto Romero,Timothy Cuamba,-108,-105,Timothy Cuamba,favorite
UFC Fight Night: Machado Garry vs. Prates,"Kansas City, Missouri",2025-04-26,Chelsea Chandler,Joselyne Edwards,Joselyne Edwards,240,-278,Joselyne Edwards,favorite
UFC Fight Night: Sandhagen vs. Figueiredo,"Des Moines, Iowa",2025-05-03,Cory Sandhagen,Deiveson Figueiredo,Cory Sandhagen,-476,400,Cory Sandhagen,favorite
UFC Fight Night: Sandhagen vs. Figueiredo,"Des Moines, Iowa",2025-05-03,Bo Nickal,Reinier de Ridder,Reinier de Ridder,-333,300,Bo Nickal,underdog
UFC Fight Night: Sandhagen vs. Figueiredo,"Des Moines, Iowa",2025-05-03,Santiago Ponzinibbio,Daniel Rodriguez,Daniel Rodriguez,-139,130,Santiago Ponzinibbio,underdog
UFC Fight Night: Sandhagen vs. Figueiredo,"Des Moines, Iowa",2025-05-03,Montel Jackson,Daniel Marcos,Montel Jackson,-227,210,Montel Jackson,favorite
UFC Fight Night: Sandhagen vs. Figueiredo,"Des Moines, Iowa",2025-05-03,Cameron Smotherman,Serhiy Sidey,Serhiy Sidey,130,-135,Serhiy Sidey,favorite
UFC Fight Night: Sandhagen vs. Figueiredo,"Des Moines, Iowa",2025-05-03,Jeremy Stephens,Mason Jones,Mason Jones,475,-556,Mason Jones,favorite
UFC Fight Night: Sandhagen vs. Figueiredo,"Des Moines, Iowa",2025-05-03,Yana Santos,Miesha Tate,Yana Santos,135,-145,Miesha Tate,underdog
UFC Fight Night: Sandhagen vs. Figueiredo,"Des Moines, Iowa",2025-05-03,Azamat Bekoev,Ryan Loder,Azamat Bekoev,-333,275,Azamat Bekoev,favorite
UFC Fight Night: Sandhagen vs. Figueiredo,"Des Moines, Iowa",2025-05-03,Marina Alcalde Rodriguez,Gillian Robertson,Gillian Robertson,220,-244,Gillian Robertson,favorite
